"","rules","support","confidence","lift","count"
"1620","{freeze,tiny} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"1623","{covers,dozen} => {wind}",0.590909090909091,1,1.57142857142857,13
"1626","{dozen,tiny} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"1629","{disappears,dozen} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"1632","{covers,tiny} => {wind}",0.590909090909091,1,1.57142857142857,13
"1635","{covers,disappears} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"1638","{growing,tiny} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"1643","{darkness,freezes} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"1646","{pain,tiny} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"1649","{disappears,tiny} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"1652","{darkness,tiny} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"10279","{covers,dozen,tiny} => {wind}",0.590909090909091,1,1.57142857142857,13
"10283","{covers,disappears,dozen} => {wind}",0.590909090909091,1,1.57142857142857,13
"10287","{disappears,dozen,tiny} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"10291","{covers,disappears,tiny} => {wind}",0.590909090909091,1,1.57142857142857,13
"10295","{darkness,freezes,tiny} => {wind}",0.590909090909091,0.928571428571429,1.45918367346939,13
"14503","{covers,disappears,dozen,tiny} => {wind}",0.590909090909091,1,1.57142857142857,13
